343,348
409,208
371,85
431,240
471,66
319,274
14,202
304,289
340,14
43,330
220,70
444,237
94,26
134,195
168,109
233,168
173,195
143,216
130,42
241,10
384,277
27,180
115,333
36,334
21,16
127,103
430,11
319,79
123,65
243,343
59,289
112,239
359,132
393,189
86,311
311,59
399,84
160,56
297,14
476,160
295,347
465,193
204,102
39,304
354,322
125,53
357,155
436,351
308,62
408,290
401,22
178,273
220,339
190,36
260,332
175,7
435,216
422,251
55,222
186,326
457,236
363,79
223,91
376,268
334,139
316,276
397,248
239,224
423,304
138,166
437,126
426,45
143,231
125,238
292,313
343,195
173,15
254,167
94,250
109,182
409,133
175,144
451,306
360,142
285,6
265,98
44,124
369,209
251,285
389,124
354,244
331,252
230,9
48,151
114,208
355,125
157,340
298,189
243,284
272,177
218,282
170,181
360,233
139,157
129,119
62,99
162,62
381,275
391,354
95,99
111,248
142,302
390,269
306,145
52,100
152,117
185,92
155,8
363,274
65,141
24,28
284,150
358,65
327,252
53,7
294,146
241,246
226,175
95,27
130,245
59,34
206,252
38,296
323,352
28,78
77,289
156,44
128,61
286,214
311,306
405,317
116,268
195,231
466,227
153,302
220,157
292,318
31,313
379,51
391,107
321,109
136,339
42,81
123,89
283,39
81,2
210,231
353,305
241,150
17,119
148,145
360,233
37,352
120,136
404,321
302,339
412,102
218,59
279,116
332,77
466,137
424,73
37,31
85,158
305,292
472,148
225,64
240,353
156,359
207,140
257,277
253,225
42,307
21,222
377,166
310,129
14,47
118,346
429,295
301,11
392,345
421,138
296,21
391,90
241,266
334,227
470,143
93,300
224,326
417,252
47,241
179,210
171,165
344,54
440,83
169,211
356,254
148,340
206,282
19,233
46,162
130,166
60,207
443,264
423,1
337,278
237,212
28,97
266,186
319,256
321,227
390,27
105,137
282,68
475,148
225,358
249,63
15,323
312,123
364,82
160,283
8,283
209,48
116,59
237,61
332,79
256,150
261,140
213,248
242,125
234,283
75,197
98,307
261,70
443,36
142,213
175,260
137,2
145,153
429,301
297,338
251,77
229,276
248,177
171,283
391,279
194,234
478,165
446,97
358,123
293,197
120,211
23,163
382,243
362,196
198,340
406,334
78,254
19,65
258,303
170,52
448,226
52,270
467,234
8,74
210,336
80,39
241,136
174,320
355,204
333,42
437,169
437,346
440,274
195,163
321,250
447,278
19,317
36,121
324,351
472,148
117,47
223,51
390,325
361,52
228,86
356,154
463,15
24,167
408,29
151,184
192,221
75,126
272,211
290,350
406,93
88,90
41,313
446,196
318,350
124,255
468,299
74,119
237,327
131,236
131,342
5,239
462,148
347,280
81,38
227,177
301,154
328,218
354,129
234,155
102,197
437,248
55,122
196,293
184,295
152,359
152,12
425,338
203,141
5,290
443,352
399,26
467,311
382,255
427,147
398,118
311,181
113,326
98,318
129,348
387,338
349,71
322,50
463,322
331,21
159,226
18,297
187,68
47,152
168,213
90,103
68,277
449,188
272,257
468,140
426,85
132,247
413,152
383,174
412,59
240,39
73,116
441,347
371,346
204,286
188,47
405,203
8,136
275,64
233,189
345,345
135,300
196,327
191,56
346,120
242,13
318,288
168,313
114,332
33,326
422,238
466,359
155,333
210,60
72,24
20,156
253,60
50,121
455,276
70,199
233,190
344,357
277,215
301,80
454,213
336,51
427,251
316,209
144,17
354,190
112,228
228,121
438,186
51,352
189,279
462,331
184,32
204,142
98,63
435,233
47,340
109,329
328,306
11,26
403,171
125,65
403,290
106,36
425,284
107,301
111,120
169,76
404,306
2,142
440,75
67,277
129,90
57,339
444,14
68,8
184,122
302,166
9,90
136,27
65,216
270,59
382,33
244,230
399,186
263,304
56,232
258,114
315,23
373,338
267,155
235,330
16,32
246,206
219,352
56,252
365,228
38,42
165,312
76,34
65,141
320,325
300,281
365,167
196,306
272,151
233,259
310,221
51,360
59,336
334,283
370,111
221,232
455,117
212,174
424,233
205,213
374,49
161,219
161,341
131,192
79,352
473,243
35,47
426,44
48,222
50,191
416,67
285,31
301,288
288,169
344,63
211,182
448,341
385,217
445,27
148,308
160,181
54,296
260,109
80,337
247,115
434,56
180,285
189,59
391,143
294,116
414,220
433,288
393,319
315,346
330,286
14,312
476,337
425,356
137,15
93,140
360,159
472,174
180,4
93,74
290,337
206,36
73,325
16,47
383,272
111,193
215,233
175,81
190,160
370,167
398,291
306,44
453,27
80,81
387,317
26,346
42,140
227,339
218,249
311,227
213,140
111,263
59,177
221,57
146,348
348,304
250,270
342,158
24,113
203,307
29,4
105,155
109,71
392,131
149,168
62,4
255,221
90,67
195,273
361,118
257,287
427,343
413,182
37,204
442,22
224,10
236,40
442,161
295,220
294,208
364,328
214,149
59,208
11,167
88,317
236,354
471,186
46,224
433,55
125,224
302,206
269,41
203,159
382,174
114,171
399,87
40,262
325,59
272,262
100,179
180,331
418,76
121,53
75,132
102,89
309,79
390,336
39,91
396,322
253,238
387,289
390,297
230,349
474,290
330,326
320,166
443,322
162,78
226,35
241,227
1155,680
1140,701
1028,675
1259,645
1158,609
1231,659
1029,604
1146,647
1046,609
1259,678
1236,649
1021,674
1096,657
1243,641
1077,664
1230,607
1175,613
1043,691
1088,664
1126,605
1224,690
1268,656
1081,666
1190,646
1144,717
1209,649
1173,699
1026,686
1171,701
1168,608
1197,612
1129,636
1076,692
1041,642
1072,674
1179,717
1200,639
1043,616
1192,639
1168,682
1065,704
1269,685
1216,611
1185,665
1185,602
1092,639
1174,627
1248,698
1115,624
1079,617
1151,609
1051,708
1276,664
1269,706
1172,604
1067,712
1192,676
1083,619
1084,623
1224,692
1210,605
1121,646
1145,656
1229,696
1273,629
1158,630
1240,703
1099,715
1225,647
1144,659
1195,699
1270,664
1082,653
1102,704
1070,702
1128,711
1246,606
1190,711
1052,670
1264,691
1063,708
1042,636
1082,697
1230,634
1262,715
1223,618
1113,611
1230,704
1178,713
1013,719
1027,653
1257,650
1120,647
1041,649
1114,647
1163,603
1050,719
1171,707
1074,701
1019,617
1241,636
1071,689
1240,697
1002,657
1040,715
1131,602
1076,627
1270,670
1056,654
1147,699
1154,630
1024,615
1214,630
1234,681
1056,608
1255,707
1274,676
1263,602
1123,673
1073,691
1219,637
1180,600
1213,630
1043,623
1184,667
1269,608
1259,669
1259,700
1010,670
1240,649
1198,605
1129,647
1008,695
1034,645
1123,644
1053,693
1170,698
1022,617
1279,645
1089,643
1237,706
1245,689
1093,680
1069,703
1234,608
1150,604
1022,625
1102,701
1021,713
1158,640
1203,665
1278,704
1129,660
1097,604
1182,636
1024,710
1169,710
1063,634
1188,702
1204,655
1225,695
1197,714
1095,643
1254,663
1265,647
1042,634
1217,693
1220,610
1092,677
1150,669
1052,641
1167,610
1151,684
1228,639
1218,677
1227,621
1228,644
1180,605
1222,678
1029,635
1207,609
1262,646
1081,702
1073,603
1224,708
1064,604
1120,608
1187,699
1196,646
1016,672
1078,677
1230,686
1190,647
1039,656
1070,673
1187,667
1160,650
1142,683
1058,631
1095,603
1265,663
1060,649
1133,633
1228,690
1146,627
1251,688
1062,625
1037,617
1088,657
1227,715
1163,611
1177,685
1033,690
1277,670
1153,637
1080,708
1089,691
1185,701
1114,665
1102,615
1071,701
1252,630
1184,603
1188,670
1066,659
1044,678
1158,608
1245,650
1210,667
1209,698
1037,705
1162,616
1037,682
1238,657
1264,687
1065,644
1093,712
1066,698
1257,655
1028,716
1063,706
1078,666
1084,638
1165,620
1115,719
1265,644
1145,714
1040,708
1100,632
1140,681
