428,294
300,10
391,344
420,137
295,20
390,89
240,265
333,226
469,142
92,299
223,325
416,251
46,240
178,209
170,164
343,53
439,82
168,210
355,253
147,339
205,281
18,232
45,161
129,165
59,206
442,263
422,0
336,277
236,211
27,96
265,185
318,255
320,226
389,26
104,136
281,67
474,147
224,357
248,62
14,322
311,122
363,81
159,282
7,282
208,47
115,58
236,60
331,78
255,149
260,139
212,247
241,124
233,282
74,196
97,306
260,69
442,35
141,212
174,259
136,1
144,152
428,300
296,337
250,76
228,275
247,176
170,282
390,278
193,233
477,164
445,96
357,122
292,196
119,210
22,162
381,242
361,195
197,339
405,333
77,253
18,64
257,302
169,51
447,225
51,269
466,233
7,73
209,335
79,38
240,135
173,319
354,203
332,41
436,168
436,345
439,273
194,162
320,249
446,277
18,316
35,120
323,350
471,147
116,46
222,50
389,324
360,51
227,85
355,153
462,14
23,166
407,28
150,183
191,220
74,125
271,210
289,349
405,92
87,89
40,312
445,195
317,349
123,254
467,298
73,118
236,326
130,235
130,341
4,238
461,147
346,279
80,37
226,176
300,153
327,217
353,128
233,154
101,196
436,247
54,121
195,292
183,294
151,358
151,11
424,337
202,140
4,289
442,351
398,25
466,310
381,254
426,146
397,117
310,180
112,325
97,317
128,347
386,337
348,70
321,49
462,321
330,20
158,225
17,296
186,67
46,151
167,212
89,102
67,276
448,187
271,256
467,139
425,84
131,246
412,151
382,173
411,58
239,38
72,115
440,346
370,345
203,285
187,46
404,202
7,135
274,63
232,188
344,344
134,299
195,326
190,55
345,119
241,12
317,287
167,312
113,331
32,325
421,237
465,358
154,332
209,59
71,23
19,155
252,59
49,120
454,275
69,198
232,189
343,356
276,214
300,79
453,212
335,50
426,250
315,208
480,143
16,353
189,111
227,227
120,185
50,351
188,278
461,330
183,31
203,141
97,62
434,232
46,339
108,328
327,305
10,25
402,170
124,64
402,289
105,35
424,283
106,300
110,119
168,75
403,305
1,141
439,74
66,276
128,89
56,338
443,13
67,7
183,121
301,165
8,89
135,26
64,215
269,58
381,32
243,229
398,185
262,303
55,231
257,113
314,22
372,337
266,154
234,329
15,31
245,205
218,351
55,251
364,227
37,41
164,311
75,33
64,140
319,324
299,280
364,166
195,305
271,150
232,258
309,220
50,359
58,335
333,282
369,110
220,231
454,116
211,173
423,232
204,212
373,48
160,218
160,340
130,191
78,351
472,242
34,46
425,43
47,221
49,190
415,66
284,30
300,287
287,168
343,62
210,181
447,340
384,216
444,26
147,307
159,180
53,295
259,108
79,336
246,114
433,55
179,284
188,58
390,142
293,115
413,219
432,287
392,318
314,345
329,285
13,311
475,336
424,355
136,14
92,139
359,158
471,173
179,3
92,73
289,336
205,35
72,324
15,46
382,271
110,192
214,232
174,80
189,159
369,166
397,290
305,43
452,26
79,80
386,316
25,345
41,139
226,338
217,248
310,226
212,139
110,262
58,176
220,56
145,347
347,303
249,269
341,157
23,112
202,306
28,3
104,154
108,70
391,130
148,167
61,3
254,220
89,66
194,272
360,117
256,286
426,342
412,181
36,203
441,21
223,9
235,39
441,160
294,219
293,207
363,327
213,148
58,207
10,166
87,316
235,353
470,185
45,223
432,54
124,223
301,205
268,40
202,158
381,173
113,170
398,86
39,261
324,58
271,261
99,178
179,330
417,75
120,52
74,131
101,88
308,78
389,335
38,90
395,321
252,237
386,288
389,296
229,348
473,289
329,325
319,165
442,321
161,77
225,34
240,226
